Extension,File_Size,Entropy,Mime_Type,Is_Executable,Threat
docm,57321368,6.92,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
txt,2181497,3.75,text/plain,0,Benign
xlsm,65987137,6.17,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
apk,22371670,5.93,application/vnd.android.package-archive,1,Malware
csv,7154944,1.66,text/csv,0,Benign
docx,1271171,1.94,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
scr,11578116,6.2,application/x-dosexec,1,Malware
iso,3967100,4.1,application/x-iso9660-image,0,Suspicious
docm,20440736,6.78,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
7z,31729945,6.8,application/x-7z-compressed,0,Suspicious
iso,25875819,4.62,application/x-iso9660-image,0,Suspicious
exe,819048,6.25,application/x-dosexec,1,Malware
xlsx,6036119,4.81,application/vnd.ms-excel.sheet,0,Benign
zip,22360555,5.06,application/zip,0,Suspicious
docm,53645635,5.03,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
rar,31617297,6.39,application/x-rar-compressed,0,Suspicious
iso,45049518,5.15,application/x-iso9660-image,0,Suspicious
xlsx,1130005,5.6,application/vnd.ms-excel.sheet,0,Benign
zip,52404388,5.37,application/zip,0,Suspicious
csv,4042652,2.62,text/csv,0,Benign
vbs,32106971,5.94,text/plain,1,Malware
vbs,29210785,6.31,text/plain,1,Malware
apk,4539099,6.81,application/vnd.android.package-archive,1,Malware
csv,7160268,2.49,text/csv,0,Benign
pptx,7011467,4.32,application/vnd.ms-powerpoint,0,Benign
bat,34302917,7.72,text/plain,1,Malware
docm,59302743,7.15,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
iso,68789219,6.56,application/x-iso9660-image,0,Suspicious
bat,21996393,6.44,text/plain,1,Malware
docx,2304173,1.98,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
dll,42319718,7.94,application/x-msdownload,1,Malware
docm,15213340,6.86,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
apk,3923702,7.62,application/vnd.android.package-archive,1,Malware
jar,25423224,6.99,application/java-archive,1,Malware
pdf,1382819,4.35,application/pdf,0,Benign
jar,3202094,6.49,application/java-archive,1,Malware
7z,19008621,4.78,application/x-7z-compressed,0,Suspicious
docm,17795474,5.02,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
scr,37852270,7.73,application/x-dosexec,1,Malware
docx,6240236,1.99,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
jpg,2051100,4.44,image/jpeg,0,Benign
exe,11635839,5.95,application/x-dosexec,1,Malware
csv,4586854,4.49,text/csv,0,Benign
gif,135119,3.79,image/gif,0,Benign
7z,28436838,4.8,application/x-7z-compressed,0,Suspicious
pptm,36982135,5.83,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
png,1099823,3.37,image/png,0,Benign
exe,23259694,6.86,application/x-dosexec,1,Malware
dll,28034718,5.97,application/x-msdownload,1,Malware
png,3631861,1.42,image/png,0,Benign
png,3376038,4.89,image/png,0,Benign
iso,70963929,6.82,application/x-iso9660-image,0,Suspicious
pdf,1870927,3.03,application/pdf,0,Benign
apk,9047260,6,application/vnd.android.package-archive,1,Malware
iso,46204040,5.53,application/x-iso9660-image,0,Suspicious
txt,3593850,2.92,text/plain,0,Benign
xlsm,62690075,5.75,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
csv,566076,1.38,text/csv,0,Benign
jar,35996668,7.39,application/java-archive,1,Malware
vbs,21579936,6.51,text/plain,1,Malware
pptx,1272422,1.77,application/vnd.ms-powerpoint,0,Benign
rar,3694115,6.97,application/x-rar-compressed,0,Suspicious
jpg,6534014,6.15,image/jpeg,0,Benign
js,48973827,7.21,application/javascript,1,Malware
pdf,2655029,2.94,application/pdf,0,Benign
xlsx,609332,3.16,application/vnd.ms-excel.sheet,0,Benign
iso,1954383,6.55,application/x-iso9660-image,0,Suspicious
7z,18875768,4.31,application/x-7z-compressed,0,Suspicious
xlsx,7501558,1.52,application/vnd.ms-excel.sheet,0,Benign
rar,41757837,6.13,application/x-rar-compressed,0,Suspicious
iso,21127014,5.42,application/x-iso9660-image,0,Suspicious
zip,54223766,6.08,application/zip,0,Suspicious
ps1,43003045,5.29,text/plain,1,Malware
docm,281525,7.18,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
js,32392421,6.11,application/javascript,1,Malware
pdf,3751858,3.06,application/pdf,0,Benign
scr,17240226,7.5,application/x-dosexec,1,Malware
png,3515411,2.37,image/png,0,Benign
docx,3987523,1.98,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
pptx,5263152,1.68,application/vnd.ms-powerpoint,0,Benign
vbs,18210327,6.62,text/plain,1,Malware
7z,28999993,5.87,application/x-7z-compressed,0,Suspicious
csv,2259263,3.84,text/csv,0,Benign
xlsx,1542711,1.53,application/vnd.ms-excel.sheet,0,Benign
iso,58142948,4.11,application/x-iso9660-image,0,Suspicious
scr,47948499,6.96,application/x-dosexec,1,Malware
dll,32225631,5.23,application/x-msdownload,1,Malware
png,6475504,3.98,image/png,0,Benign
zip,61748199,4.96,application/zip,0,Suspicious
pptx,3700781,3.06,application/vnd.ms-powerpoint,0,Benign
jpg,3167707,3.98,image/jpeg,0,Benign
xlsm,19765011,3.96,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
js,1487487,7.56,application/javascript,1,Malware
jar,20690107,6.11,application/java-archive,1,Malware
xlsm,12839160,4.29,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
exe,433028,6.39,application/x-dosexec,1,Malware
pdf,1601331,3.48,application/pdf,0,Benign
docm,68231748,7.4,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
js,49225020,7.76,application/javascript,1,Malware
xlsx,6450558,2.64,application/vnd.ms-excel.sheet,0,Benign
iso,73605278,6.35,application/x-iso9660-image,0,Suspicious
apk,7481379,7.06,application/vnd.android.package-archive,1,Malware
docx,2974481,2.57,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
docm,50517170,5.55,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
jar,25738278,5,application/java-archive,1,Malware
bat,14954562,5.9,text/plain,1,Malware
dll,10745488,7,application/x-msdownload,1,Malware
scr,15196813,7.13,application/x-dosexec,1,Malware
vbs,44321069,7.24,text/plain,1,Malware
csv,244731,2.07,text/csv,0,Benign
rar,67360581,6.17,application/x-rar-compressed,0,Suspicious
rar,45698461,4.73,application/x-rar-compressed,0,Suspicious
iso,21733892,5.24,application/x-iso9660-image,0,Suspicious
js,35015096,7.21,application/javascript,1,Malware
apk,42672154,6.06,application/vnd.android.package-archive,1,Malware
pdf,5654583,2.12,application/pdf,0,Benign
zip,14708958,6.62,application/zip,0,Suspicious
ps1,41285587,5.99,text/plain,1,Malware
xlsm,15743412,6.7,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
pptm,35277167,5.01,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
vbs,27939365,6.57,text/plain,1,Malware
txt,4893153,2.61,text/plain,0,Benign
jpg,1740115,4.2,image/jpeg,0,Benign
zip,19267227,6.37,application/zip,0,Suspicious
scr,14946297,6.19,application/x-dosexec,1,Malware
js,12921221,6.78,application/javascript,1,Malware
scr,40966450,7.38,application/x-dosexec,1,Malware
gif,6816019,2.92,image/gif,0,Benign
pdf,2719770,2.8,application/pdf,0,Benign
jpg,1543357,5.89,image/jpeg,0,Benign
7z,66912714,6.6,application/x-7z-compressed,0,Suspicious
js,8587548,6.12,application/javascript,1,Malware
dll,44970122,6.98,application/x-msdownload,1,Malware
iso,67632253,4.88,application/x-iso9660-image,0,Suspicious
js,45033493,7.06,application/javascript,1,Malware
docm,36412653,5.61,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
jpg,1464814,5.12,image/jpeg,0,Benign
png,5407200,4.32,image/png,0,Benign
pdf,6537211,1.38,application/pdf,0,Benign
exe,27742991,7.04,application/x-dosexec,1,Malware
xlsx,222678,1.38,application/vnd.ms-excel.sheet,0,Benign
pptm,51304750,4.66,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
7z,67307927,5.66,application/x-7z-compressed,0,Suspicious
docx,4084534,4.72,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
docm,14936906,7.45,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
xlsx,5817,1.8,application/vnd.ms-excel.sheet,0,Benign
csv,1839003,4.88,text/csv,0,Benign
zip,17062858,5.64,application/zip,0,Suspicious
bat,41454583,7.13,text/plain,1,Malware
png,5809782,5.83,image/png,0,Benign
ps1,23486125,6.12,text/plain,1,Malware
csv,7931088,1.46,text/csv,0,Benign
zip,17247822,7.49,application/zip,0,Suspicious
scr,12804565,6.6,application/x-dosexec,1,Malware
js,2717800,7.62,application/javascript,1,Malware
pptx,459301,3,application/vnd.ms-powerpoint,0,Benign
apk,6926922,7.09,application/vnd.android.package-archive,1,Malware
xlsx,169128,3.15,application/vnd.ms-excel.sheet,0,Benign
pptm,54679019,5.86,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
rar,8531928,6.55,application/x-rar-compressed,0,Suspicious
vbs,10803005,7.33,text/plain,1,Malware
docx,3746255,3.98,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
txt,6244850,3.89,text/plain,0,Benign
docm,67458607,6.49,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
xlsm,12884700,7.08,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
apk,28333638,8,application/vnd.android.package-archive,1,Malware
pdf,7133162,1.29,application/pdf,0,Benign
docx,2106569,3.63,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
scr,44525176,5.8,application/x-dosexec,1,Malware
iso,61440641,4.98,application/x-iso9660-image,0,Suspicious
dll,17417967,6.13,application/x-msdownload,1,Malware
rar,25022961,5.05,application/x-rar-compressed,0,Suspicious
docm,27514101,3.91,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
pptm,78094025,4.46,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
png,5402979,4.22,image/png,0,Benign
xlsm,11741472,4.24,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
js,21769656,6.8,application/javascript,1,Malware
xlsm,78831687,5.59,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
csv,3876129,2.97,text/csv,0,Benign
csv,7281466,4.08,text/csv,0,Benign
dll,13264873,6.38,application/x-msdownload,1,Malware
gif,5363483,1.27,image/gif,0,Benign
iso,76269548,6.26,application/x-iso9660-image,0,Suspicious
zip,37402662,4.63,application/zip,0,Suspicious
docm,77979256,4.58,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
7z,52317777,6.47,application/x-7z-compressed,0,Suspicious
xlsm,70259131,4.99,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
jpg,1581773,2.29,image/jpeg,0,Benign
gif,7793986,3.05,image/gif,0,Benign
pptx,5442633,2.18,application/vnd.ms-powerpoint,0,Benign
docx,6666154,2.56,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
pptx,91533,3.33,application/vnd.ms-powerpoint,0,Benign
rar,62400375,7.31,application/x-rar-compressed,0,Suspicious
bat,21851621,7.11,text/plain,1,Malware
pdf,5954620,2.78,application/pdf,0,Benign
xlsx,5223280,1.27,application/vnd.ms-excel.sheet,0,Benign
zip,32747271,7.29,application/zip,0,Suspicious
zip,2324154,6.6,application/zip,0,Suspicious
pptx,3352749,3.96,application/vnd.ms-powerpoint,0,Benign
docx,504729,4.13,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
bat,24616852,5.64,text/plain,1,Malware
jpg,248429,3.38,image/jpeg,0,Benign
rar,43175961,4.99,application/x-rar-compressed,0,Suspicious
docx,2719283,1.56,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
pdf,6076704,2.82,application/pdf,0,Benign
jar,5886343,5.37,application/java-archive,1,Malware
pptx,6071216,3.27,application/vnd.ms-powerpoint,0,Benign
png,5358131,1.59,image/png,0,Benign
bat,3846790,7.25,text/plain,1,Malware
xlsm,24381470,4.3,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
gif,2510442,2.14,image/gif,0,Benign
docm,41987398,5.11,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
scr,46515645,7.6,application/x-dosexec,1,Malware
pptm,77566408,5.47,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
pptx,6485586,2.24,application/vnd.ms-powerpoint,0,Benign
pptm,22003730,5.36,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
png,4472276,2.17,image/png,0,Benign
exe,2696476,6.4,application/x-dosexec,1,Malware
docx,6663797,3.69,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
docm,1554791,4.7,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
js,5814069,7.22,application/javascript,1,Malware
txt,574800,2.48,text/plain,0,Benign
xlsx,5554565,2.25,application/vnd.ms-excel.sheet,0,Benign
rar,50363745,5.23,application/x-rar-compressed,0,Suspicious
rar,61776035,5.28,application/x-rar-compressed,0,Suspicious
jpg,3005184,4.17,image/jpeg,0,Benign
dll,8755161,6.52,application/x-msdownload,1,Malware
pptx,3947251,4.07,application/vnd.ms-powerpoint,0,Benign
ps1,20204524,6.77,text/plain,1,Malware
xlsx,4498415,3.59,application/vnd.ms-excel.sheet,0,Benign
docm,16701283,4.23,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
7z,10797879,6.39,application/x-7z-compressed,0,Suspicious
docm,76598301,6.86,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
jpg,4188648,3.62,image/jpeg,0,Benign
png,6330207,1.95,image/png,0,Benign
apk,29873760,5.55,application/vnd.android.package-archive,1,Malware
jar,38828848,7.02,application/java-archive,1,Malware
exe,33461464,5.84,application/x-dosexec,1,Malware
bat,4298804,5.72,text/plain,1,Malware
7z,48021023,5.29,application/x-7z-compressed,0,Suspicious
png,1196921,3.04,image/png,0,Benign
jar,37056791,7.39,application/java-archive,1,Malware
gif,2565679,4.69,image/gif,0,Benign
csv,1792000,3.26,text/csv,0,Benign
xlsm,29081026,4.35,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
xlsx,671509,2.44,application/vnd.ms-excel.sheet,0,Benign
docm,59393878,4.8,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
apk,47936359,7.38,application/vnd.android.package-archive,1,Malware
gif,3796399,3.82,image/gif,0,Benign
pdf,2096613,2.07,application/pdf,0,Benign
iso,64886481,6.95,application/x-iso9660-image,0,Suspicious
apk,22475867,7.67,application/vnd.android.package-archive,1,Malware
pdf,956863,3.51,application/pdf,0,Benign
png,1521797,2.41,image/png,0,Benign
xlsm,4283658,5.82,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
csv,1882695,1.99,text/csv,0,Benign
bat,24544383,7.34,text/plain,1,Malware
pdf,3246764,1.43,application/pdf,0,Benign
7z,26361620,7.36,application/x-7z-compressed,0,Suspicious
csv,5909293,4.57,text/csv,0,Benign
png,6804197,3.14,image/png,0,Benign
exe,4583674,7.12,application/x-dosexec,1,Malware
rar,49337697,6.47,application/x-rar-compressed,0,Suspicious
exe,17558314,7.86,application/x-dosexec,1,Malware
pptm,45936106,4.35,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
docm,55681188,5.51,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
pptm,57668058,6.95,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
png,4873641,2.61,image/png,0,Benign
png,1592407,3.52,image/png,0,Benign
zip,43016386,4.52,application/zip,0,Suspicious
pptm,63524921,5.45,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
rar,11841247,4.89,application/x-rar-compressed,0,Suspicious
docm,31556108,5.93,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
pdf,7914705,3.86,application/pdf,0,Benign
csv,399781,2.44,text/csv,0,Benign
pdf,2567698,2.39,application/pdf,0,Benign
pdf,3061138,2.22,application/pdf,0,Benign
rar,10375975,6.31,application/x-rar-compressed,0,Suspicious
scr,31660671,6.38,application/x-dosexec,1,Malware
scr,156451,7.13,application/x-dosexec,1,Malware
vbs,10589572,6.97,text/plain,1,Malware
txt,4987781,3.3,text/plain,0,Benign
exe,30090834,6.65,application/x-dosexec,1,Malware
bat,35043692,7.32,text/plain,1,Malware
pdf,6025164,2.13,application/pdf,0,Benign
jar,37750886,5.92,application/java-archive,1,Malware
bat,5892967,7.8,text/plain,1,Malware
csv,3285511,1.33,text/csv,0,Benign
csv,4309464,2.61,text/csv,0,Benign
png,3467077,4.07,image/png,0,Benign
vbs,4026544,5.05,text/plain,1,Malware
png,6298902,1.43,image/png,0,Benign
jar,43577749,7.18,application/java-archive,1,Malware
png,5005421,1.8,image/png,0,Benign
xlsx,5745113,3.64,application/vnd.ms-excel.sheet,0,Benign
xlsm,23201356,7.23,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
txt,5613388,5.1,text/plain,0,Benign
exe,2398792,7.8,application/x-dosexec,1,Malware
xlsx,1599976,1.77,application/vnd.ms-excel.sheet,0,Benign
docx,5630455,2.96,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
7z,69929338,4.12,application/x-7z-compressed,0,Suspicious
xlsm,57808884,4.83,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
bat,47854502,7.47,text/plain,1,Malware
exe,19610745,6.94,application/x-dosexec,1,Malware
pptx,1236864,2.1,application/vnd.ms-powerpoint,0,Benign
bat,801426,5.99,text/plain,1,Malware
ps1,35955282,6.95,text/plain,1,Malware
docx,4710172,2.86,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
vbs,3222761,6.2,text/plain,1,Malware
xlsm,77644700,5.71,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
js,33019221,6.37,application/javascript,1,Malware
csv,5202970,2.86,text/csv,0,Benign
vbs,28479808,5.05,text/plain,1,Malware
pptx,3003000,4.75,application/vnd.ms-powerpoint,0,Benign
png,1583463,3.7,image/png,0,Benign
vbs,25222815,7.48,text/plain,1,Malware
pptm,43772094,4.91,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
pdf,7309274,4.47,application/pdf,0,Benign
scr,38093632,7.67,application/x-dosexec,1,Malware
7z,36623925,3.98,application/x-7z-compressed,0,Suspicious
pptm,34905989,4.52,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
rar,72765828,6.12,application/x-rar-compressed,0,Suspicious
xlsm,69489997,3.89,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
xlsm,11905740,4.55,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
gif,3632516,4.48,image/gif,0,Benign
docx,1976950,4.36,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
dll,40572383,5.62,application/x-msdownload,1,Malware
txt,3593975,1.82,text/plain,0,Benign
xlsx,3565081,3.48,application/vnd.ms-excel.sheet,0,Benign
scr,14993376,6.57,application/x-dosexec,1,Malware
iso,57232343,6.49,application/x-iso9660-image,0,Suspicious
rar,12091417,5.35,application/x-rar-compressed,0,Suspicious
rar,63460726,5.98,application/x-rar-compressed,0,Suspicious
pptx,1887461,3.08,application/vnd.ms-powerpoint,0,Benign
vbs,9877437,4.85,text/plain,1,Malware
png,3410981,1.54,image/png,0,Benign
scr,34156968,6.21,application/x-dosexec,1,Malware
bat,46064928,5.86,text/plain,1,Malware
docx,5016184,3.25,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
gif,4338672,1.58,image/gif,0,Benign
jpg,4537370,5.94,image/jpeg,0,Benign
docm,11514205,6.79,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
zip,878817,5.65,application/zip,0,Suspicious
txt,7305828,3.48,text/plain,0,Benign
csv,2505533,2.61,text/csv,0,Benign
pdf,446770,2.05,application/pdf,0,Benign
png,5437430,2.92,image/png,0,Benign
xlsx,2705935,1.71,application/vnd.ms-excel.sheet,0,Benign
xlsx,2968060,2.34,application/vnd.ms-excel.sheet,0,Benign
